id,age,gender,height,weight,eduation,job_current
30200,16836,1,166,105,4,3
30202,16627,1,164,73,4,1
30204,22017,1,163,,1,28
30205,18243,1,155,78,4,18
30206,22557,1,172,85,2,28
30207,18300,2,170,99,3,28
30208,20612,2,165,82,3,20
30212,20599,1,165,74,3,6
30213,22654,2,163,78,3,20
30214,19088,1,149,50,1,29
30216,19644,1,163,60,1,18
30217,22641,2,156,52,4,3
30218,15946,2,161,66,1,10
30219,18157,1,166,70,3,15
30220,18248,1,154,77,2,8
30221,23276,1,153,85,3,25
30222,21951,1,161,80,4,1
30223,18444,2,185,82,4,3
30225,15993,2,180,87,1,28
30226,22884,2,171,67,3,9
30227,20590,1,158,52,1,29
30228,20377,2,168,68,3,15
30229,22529,1,147,67,3,19
30230,15882,1,154,87,3,4
30231,18535,1,170,85,4,30
30232,23414,1,160,,4,20
30234,14627,1,166,109,1,6
30235,19478,1,158,74,2,5
30237,22546,2,168,61,2,4
30239,18245,2,165,65,4,23
30242,21712,1,156,84,1,1
30245,21964,2,169,75,2,17
30248,20409,2,177,84,4,4
30252,21908,1,165,65,2,15
30253,21134,1,166,78,2,26
30255,20597,1,161,70,2,26
30257,19458,2,180,127,3,25
30259,23351,1,155,80,2,15
30260,22602,1,170,82,4,16
30261,20347,1,165,86,1,1
30262,19695,1,169,72,1,14
30263,21972,2,184,75,4,29
30264,20365,2,170,71,4,17
30265,22494,1,168,,3,27
30266,18036,1,161,80,2,28
30268,18096,1,165,75,3,27
30270,19627,1,168,65,1,6
30271,20965,2,168,73,4,9
30273,15087,1,168,75,3,12
30275,20471,1,149,66,1,4
30276,23222,2,171,119,1,23
30277,20524,1,155,77,2,28
30278,16667,2,160,92,3,30
30279,18498,1,158,58,4,18
30280,22912,2,159,56,1,25
30281,14805,1,164,52,1,8
30282,15937,2,165,72,2,7
30284,18916,1,165,80,4,15
30285,17388,1,150,58,1,15
30286,20546,2,180,80,1,1
30287,21866,2,167,77,1,26
30289,20338,1,155,75,3,22
30290,21306,1,160,60,4,19
30292,20294,1,151,82,4,14
30294,14512,2,171,69,4,8
30295,20593,1,158,69,3,4
30296,20999,2,178,82,2,8
30297,15944,1,159,70,1,14
30299,16083,2,168,79,2,22
30301,23359,1,168,77,4,24
30302,15163,1,155,66,1,26
30303,19095,1,169,95,3,10
30304,18724,2,174,76,4,3
30305,19464,1,150,94,2,21
30306,20645,1,160,65,4,8
30307,19659,1,157,62,3,1
30308,21835,1,175,83,1,2
30309,21025,1,168,90,4,2
30310,23405,2,185,70,3,5
30311,18778,2,174,81,4,11
30312,20688,1,162,61,1,18
30313,21786,1,153,66,4,14
30314,22770,1,152,58,1,8
30317,18236,1,160,62,1,4
30318,21000,1,161,92,2,13
30320,23363,1,170,68,4,23
30321,21336,1,159,74,4,28
30322,16934,2,164,70,4,26
30323,22574,2,165,72,3,10
30324,19063,1,161,89,4,8
30325,22612,1,155,68,2,7
30328,21096,2,168,86,2,17
30329,23357,1,150,64,3,2
30330,17421,1,178,72,4,4
30331,17461,1,158,,1,28
30332,20460,2,165,65,2,23
30333,19736,2,175,64,3,9
30338,18094,1,157,68,3,30
30339,20643,1,159,69,3,22
30340,19041,1,158,74,2,15
30343,20253,1,165,66,4,8
30344,22058,2,180,69,1,8
30345,23289,1,158,76,2,12
30349,21277,1,165,63,1,28
30351,15897,1,158,59,3,7
30353,16877,2,170,75,3,15
30354,20377,1,161,101,1,18
30355,21789,2,164,93,4,18
30356,16212,1,173,78,3,23
30357,20449,2,164,83,1,15
30358,17552,1,150,63,2,19
30360,15957,1,166,64,2,7
30361,17535,1,165,55,3,24
30363,19818,2,170,70,2,15
30364,16484,2,170,73,3,5
30365,19610,2,156,77,2,12
30366,22598,2,174,92,2,4
30367,18295,1,163,50,4,2
30368,23503,2,168,69,3,17
30370,19479,2,171,92,4,9
30371,17504,1,165,71,1,20
30372,21869,1,156,60,1,24
30373,16776,1,153,66,3,21
30374,23443,1,170,78,1,29
30375,14656,1,161,,3,10
30376,23444,1,168,66,4,14
30379,22511,2,168,71,2,10
30380,14624,1,161,49,1,24
30381,19114,2,166,54,4,17
30382,18840,1,164,107,2,24
30384,16868,2,169,68,2,21
30385,22723,1,163,101,4,17
30387,22790,1,168,68,3,4
30388,18442,2,170,68,1,29
30389,15972,1,174,61,2,14
30392,18258,2,166,90,4,15
30393,21222,2,165,65,1,27
30394,18777,2,174,83,3,9
30397,20371,2,162,74,1,27
30398,19831,2,177,79,1,16
30399,23443,2,165,65,3,10
30401,19852,1,164,96,2,28
30402,16016,1,169,,3,3
30405,18367,1,165,69,4,15
30408,19544,2,169,103,2,1
30409,18183,2,168,72,1,5
30410,20444,1,164,57,2,23
30411,21229,1,165,90,3,13
30412,18231,1,160,73,3,27
30413,21289,1,169,74,2,23
30415,21177,1,150,73,2,24
30416,14651,1,158,71,2,25
30417,22703,1,168,76,1,10
30418,18934,1,158,69,3,24
30419,15962,1,158,68,2,30
30420,19457,2,168,,3,25
30422,14361,1,166,107,3,9
30423,19130,1,175,82,4,16
30424,16774,1,152,70,2,15
30425,21844,1,165,96,2,4
30426,20274,1,160,76,3,11
30427,21811,1,168,78,1,10
30428,22593,1,153,63,4,4
30429,23361,2,160,67,4,6
30431,23267,2,157,84,1,26
30434,16533,2,168,78,2,19
30435,19643,1,167,70,3,21
30436,21840,2,166,85,1,2
30437,14665,2,180,,2,13
30440,22686,1,165,71,2,5
30442,21787,2,170,78,2,4
30443,18358,2,181,70,1,3
30445,18273,1,157,74,2,3
30447,19014,1,164,60,2,28
30448,21650,2,167,70,2,12
30449,19586,1,160,,2,3
30451,20464,1,172,62,2,24
30453,21716,1,151,63,1,10
30454,17690,2,170,56,1,12
30456,20437,1,168,72,1,13
30457,17750,1,163,85,2,29
30461,19770,2,171,92,2,22
30462,18843,1,150,73,2,22
30463,21765,1,160,60,4,1
30464,20499,1,159,70,2,25
30466,17379,1,150,65,3,23
30467,21958,1,153,52,2,24
30468,17462,1,159,46,4,18
30469,20313,1,154,60,3,22
30472,20912,1,169,91,1,25
30475,20287,1,168,70,1,2
30477,19802,1,160,75,2,23
30478,18254,2,172,68,4,27
30479,18903,2,165,65,1,19
30480,21267,1,168,77,3,10
30481,18946,2,162,60,2,6
30482,22060,1,162,69,1,3
30483,15252,1,154,48,4,21
30484,18875,1,164,,4,2
30485,18858,2,178,84,4,29
30486,18334,2,160,55,1,15
30488,20506,1,156,70,2,7
30489,21197,1,162,60,3,30
30493,19656,2,172,83,3,21
30495,21180,2,174,58,3,23
30496,20981,1,166,77,3,25
30497,21738,1,161,87,2,13
30499,19620,1,166,93,4,2
30501,22836,1,169,75,3,24
30502,15818,1,160,64,4,30
30503,18308,2,171,86,3,15
30504,20448,1,158,80,2,23
30505,21866,1,153,74,2,18
30507,21979,1,159,78,2,4
30509,19021,1,165,69,3,11
30511,16885,2,165,95,1,11
30512,22628,2,172,80,4,26
30514,14626,1,165,85,3,21
30515,21226,1,168,80,1,25
30516,23248,2,175,88,2,21
30517,15418,1,160,70,2,3
30518,18959,1,155,101,2,15
30519,17621,1,165,68,3,26
30522,20354,1,156,56,1,29
30523,16652,1,161,62,3,20
30525,16688,1,157,73,4,10
30526,22790,2,178,72,3,29
30527,21894,1,159,55,4,8
30528,18184,1,145,53,2,6
30530,17596,2,165,60,2,29
30531,19715,2,169,87,3,19
30534,20480,1,146,85,1,19
30535,21345,1,164,54,4,8
30536,19519,2,170,60,2,3
30537,18264,1,150,55,3,21
30538,19574,1,160,89,4,4
30540,19208,2,164,96,3,16
30543,17595,1,165,66,2,17
30545,20427,2,176,95,1,15
30546,21730,1,157,92,3,3
30547,21151,2,173,87,4,14
30549,19819,2,171,66,1,5
30550,14423,1,155,68,1,6
30551,20379,2,183,104,1,26
30552,15375,1,170,69,2,23
30553,18173,1,167,67,2,9
30554,16725,2,171,73,4,2
30555,19070,1,158,65,1,12
30556,22515,2,175,84,3,26
30557,20495,2,163,69,2,13
30558,21894,1,162,100,2,22
30560,23385,2,178,81,2,16
30561,23263,2,165,64,4,16
30563,16176,1,157,55,1,4
30564,18340,1,153,67,4,2
30565,15894,2,157,68,2,19
30569,15004,1,161,68,2,4
30570,21317,2,169,78,2,24
30571,20178,1,156,75,1,26
30572,14643,1,167,67,4,2
30574,20585,1,176,92,3,21
30575,16134,1,174,86,1,21
30576,22817,1,168,85,4,8
30577,21947,1,162,80,4,11
30581,20523,2,176,78,4,8
30582,15909,1,160,78,2,5
30583,19073,1,165,56,2,7
30584,20244,1,162,69,2,9
30585,19061,1,169,89,3,14
30586,16829,1,156,76,3,10
30587,19094,1,157,81,3,11
30588,15385,1,167,90,2,4
30592,22809,1,159,80,1,2
30593,14591,1,165,65,1,3
30594,19104,1,156,64,2,10
30595,20411,1,178,97,2,18
30598,18132,2,170,60,4,27
30599,15443,2,179,83,2,23
30600,17536,1,165,63,4,24
30602,19464,2,175,85,1,26
30605,20633,1,161,58,2,17
30606,18409,2,175,75,1,17
30607,18676,1,164,71,4,30
30608,18750,1,170,,2,16
30609,17474,1,163,75,2,21
30610,20257,1,164,58,2,9
30611,21830,2,172,58,2,27
30615,23126,2,160,60,3,7
30616,18404,1,168,78,4,23
30617,18959,1,156,82,1,5
30620,15237,2,172,70,2,13
30621,20903,2,173,62,1,29
30624,20265,1,154,,1,3
30627,18151,1,162,69,1,28
30628,21103,2,163,55,3,9
30629,16041,2,172,,4,9
30630,19690,1,158,68,2,22
30632,18806,1,171,72,3,23
30633,21724,2,163,90,4,10
30634,18049,2,178,82,2,30
30635,19043,1,156,80,1,10
30636,21831,1,158,62,1,30
30637,22389,2,177,82,3,5
30639,19434,1,148,64,1,1
30640,21209,1,157,95,1,23
30642,22587,2,172,102,4,5
30645,22114,2,170,89,4,19
30646,20347,1,162,79,2,3
30647,23130,2,169,82,1,20
30649,14708,1,178,68,2,3
30650,18401,1,163,92,3,10
30651,22637,2,175,,2,10
30652,19668,2,171,84,3,25
30653,16938,1,165,62,1,27
30655,19084,1,161,,4,16
30656,18797,1,164,65,4,3
30659,20593,1,163,68,1,2
30660,14631,1,168,78,1,25
30662,19207,1,173,80,4,21
30664,20294,2,172,68,1,20
30665,21022,1,159,56,3,30
30667,16054,2,174,52,1,22
30668,17264,1,169,72,2,22
30669,21286,1,168,71,1,9
30670,20301,2,168,68,4,14
30672,19666,1,158,68,4,13
30674,18206,2,173,74,4,19
30675,19133,1,170,75,4,28
30677,18956,2,163,86,4,21
30678,20185,2,168,67,3,3
30679,21974,1,170,75,2,6
30680,23186,2,176,80,4,29
30681,23302,1,145,77,3,12
30682,20530,1,170,69,4,14
30683,16759,2,155,89,1,8
30684,22382,1,155,80,1,18
30685,16817,1,158,61,3,7
30686,23388,1,163,96,1,20
30687,19668,1,165,63,4,10
30688,14442,2,168,73,4,13
30689,16907,1,164,100,1,12
30691,14525,2,167,72,1,20
30692,17555,1,157,56,1,4
30693,23649,1,161,,3,25
30694,20558,2,156,65,3,11
30695,17290,2,172,77,1,1
30696,16054,1,168,75,3,13
30697,19628,1,150,59,2,21
30699,21877,1,157,61,3,17
30700,18104,1,160,78,4,2
30701,15304,1,157,55,4,14
30704,17474,1,174,136,1,25
30706,21363,2,171,69,2,19
30707,15889,1,158,60,3,23
30708,18188,1,156,66,1,20
30709,22864,1,156,70,2,17
30710,20351,1,153,60,1,22
30711,18144,2,177,107,1,1
30714,18868,2,168,58,2,29
30715,16764,2,175,90,3,1
30716,15789,2,165,60,2,22
30717,21194,1,170,102,4,30
30721,22401,1,172,65,3,21
30723,21215,2,167,90,2,15
30724,21263,1,158,52,1,25
30725,17624,2,163,65,3,18
30727,18974,2,168,76,4,13
30728,14427,1,169,74,3,4
30729,20413,2,165,93,1,29
30730,22834,1,158,54,3,16
30731,21290,1,156,60,1,9
30733,23117,1,157,78,1,6
30734,18247,1,162,82,3,6
30735,19080,1,154,62,3,19
30736,21981,1,167,71,3,16
30738,18995,1,168,90,1,27
30740,22896,2,165,78,3,17
30743,21029,2,170,78,4,18
30744,23104,1,158,98,4,5
30746,16940,1,162,69,2,11
30747,15990,2,180,92,2,11
30748,17608,1,163,74,2,7
30749,22580,1,162,88,2,13
30750,18199,1,153,63,4,18
30751,20490,2,172,70,2,4
30753,21996,2,172,75,3,24
30754,21223,1,169,61,3,30
30756,20278,1,165,65,4,15
30757,18408,2,171,88,3,23
30759,20592,1,159,79,3,16
30760,15344,1,157,76,2,17
30761,19821,2,171,73,4,8
30762,22093,1,172,92,1,21
30767,22463,2,176,72,4,17
30768,22113,1,161,65,2,30
30769,21849,1,149,60,3,2
30770,18915,1,151,95,4,14
30771,22430,2,171,94,2,2
30772,23181,1,163,60,3,16
30773,15154,1,164,68,1,8
30775,19062,1,150,,2,15
30776,18125,2,169,67,4,14
30777,22579,1,162,90,4,19
30778,23421,1,151,75,3,2
30779,18134,1,174,81,4,2
30780,21148,2,165,78,1,30
30782,17674,1,166,69,4,5
30783,15238,2,183,108,3,15
30785,21731,1,164,75,4,7
30786,22657,1,158,78,2,6
30787,16710,2,171,92,4,14
30788,20631,1,172,63,4,21
30789,15305,1,165,97,4,24
30790,19811,1,158,83,4,6
30791,18207,1,160,78,1,26
30792,19629,1,165,119,3,24
30794,22683,2,166,71,4,5
30795,19803,2,158,69,2,29
30796,21154,2,165,56,1,29
30800,14575,2,172,84,4,19
30801,18326,1,167,78,3,1
30802,21088,1,157,,3,22
30806,17566,1,162,60,3,30
30807,21091,2,172,84,2,4
30808,19571,1,155,58,1,19
30809,16821,1,154,58,4,10
30810,18357,1,159,60,1,28
30812,17972,1,165,64,4,15
30814,14422,1,159,53,4,2
30815,16650,1,152,72,4,10
30816,20670,1,157,,4,21
30817,23426,1,164,105,2,21
30818,19886,2,165,87,4,18
30820,22486,1,158,81,1,29
30821,18187,1,169,69,4,2
30822,20560,1,168,65,2,12
30823,19788,2,183,102,3,29
30824,22430,2,169,95,2,17
30826,21126,2,160,84,4,9
30827,18214,2,175,103,4,28
30828,21240,1,165,58,4,10
30829,18214,1,160,82,3,4
30831,21614,2,169,82,4,14
30833,22348,1,170,78,2,24
30834,16490,1,168,77,3,18
30835,19297,1,163,77,1,2
30836,16787,1,170,67,3,16
30837,18442,1,161,70,4,22
30838,15138,1,157,59,3,24
30840,18879,2,168,89,4,12
30841,21963,1,166,68,1,21
30844,23412,1,153,82,4,22
30845,20430,1,168,166,4,4
30846,20135,1,147,72,2,11
30847,15391,2,170,73,4,8
30848,23623,1,169,84,1,10
30849,19743,1,168,74,1,29
30850,22342,2,170,78,1,18
30851,21874,1,171,76,3,7
30852,18254,2,168,90,2,8
30853,19979,1,165,60,1,8
30854,16253,1,158,60,4,3
30855,14748,2,163,61,4,21
30856,23424,1,161,85,2,16
30857,18358,2,174,74,2,2
30859,18286,1,159,63,2,20
30860,20312,2,162,70,1,10
30861,18282,1,166,77,4,17
30862,22689,1,166,75,1,13
30865,15898,1,160,72,2,25
30867,19629,1,165,60,1,4
30870,18800,1,168,63,2,17
30874,19119,2,172,70,3,23
30876,22851,2,172,64,2,26
30878,16802,1,170,70,2,14
30880,21150,1,160,60,1,14
30881,22801,1,164,79,1,13
30883,19620,1,154,72,3,9
30884,16692,1,168,65,4,7
30885,23309,1,158,82,1,28
30886,18031,2,169,130,4,25
30887,17996,2,162,60,3,3
30888,20312,1,168,58,3,17
30890,21110,2,163,,3,2
30891,18952,1,173,80,2,2
30892,19072,1,162,90,2,29
30893,21278,1,154,81,1,26
30894,19054,2,207,78,2,7
30895,17952,1,154,82,1,6
30897,21962,1,155,79,3,17
30898,21988,2,167,69,2,30
30899,19577,1,154,62,2,30
30900,21029,1,166,68,3,27
30901,22686,2,170,80,3,27
30902,16700,2,169,76,2,28
30903,23101,1,155,64,2,25
30904,15844,1,160,87,3,9
30905,14794,1,165,70,3,15
30907,21859,1,170,68,4,4
30908,18243,2,169,76,1,29
30909,20430,1,162,71,3,10
30910,20191,1,165,75,1,26
30911,18243,2,178,,4,13
30912,16250,2,164,,2,5
30913,15130,2,173,69,4,24
30914,22497,1,164,68,2,28
30915,19745,1,175,90,2,8
30917,18422,1,161,63,2,5
30918,20937,1,171,70,4,6
30920,23296,1,155,90,1,23
30922,15073,1,154,58,4,30
30924,18068,1,160,60,4,11
30925,17311,1,160,83,3,3
30926,19190,1,158,84,2,30
30927,15248,1,172,75,3,22
30930,23357,2,170,93,3,14
30931,16867,1,160,70,2,2
30933,22593,2,171,82,2,4
30934,14640,1,165,68,4,12
30935,16958,1,164,56,3,16
30936,17948,1,163,49,1,14
30938,16759,2,172,,4,28
30939,18937,1,166,66,3,22
30940,18936,1,166,64,2,28
30941,18881,1,162,81,4,12
30942,19051,1,168,65,4,4
30943,16080,2,179,77,2,11
30945,20189,1,170,66,3,3
30946,16014,1,161,61,3,13
30948,19670,2,167,74,2,30
30949,21215,1,157,61,3,4
30950,16740,2,175,81,4,18
30951,20521,2,167,71,1,3
30953,23308,1,153,65,4,26
30954,23439,1,170,69,4,21
30956,20167,1,156,83,2,11
30957,19709,1,163,63,3,21
30958,20379,2,173,59,4,7
30960,15957,1,153,55,2,25
30961,21101,1,159,73,1,30
30963,18780,1,155,65.5,3,4
30965,21310,1,161,87,2,2
30966,19090,2,166,65,2,3
30967,20578,2,192,75,3,24
30968,19081,1,168,126,2,26
30969,18807,1,160,75,2,7
30970,17963,2,176,84,4,6
30972,18253,2,178,88,3,5
30973,20498,2,175,95,1,27
30975,19632,1,170,100,2,26
30977,15849,1,160,64,4,1
30978,14494,2,170,73,3,24
30981,18857,1,169,,2,26
30982,16085,1,163,61,3,4
30984,15421,1,159,,1,22
30985,16852,2,160,64,3,13
30986,17529,1,166,70,1,9
30987,16119,2,176,108,4,3
30988,18032,1,170,68,4,25
30990,20987,2,165,71,1,18
30991,19965,1,162,60,2,29
30993,18250,1,156,70,4,22
30994,15266,2,178,78,2,28
30995,16109,1,167,62,3,10
30997,22579,1,161,62,3,7
30998,19688,2,174,89,1,3
31000,19855,1,168,78,3,10
31001,21693,2,167,61,3,21
31002,17517,2,166,58,1,16
31003,22838,2,165,69,3,13
31004,21738,2,159,62,3,13
31005,21024,2,160,65,3,24
31008,19711,1,168,87,4,15
31009,18835,1,164,68,1,26
31010,22800,2,170,70,2,7
31011,21913,1,175,69,4,29
31012,23357,1,160,80,3,8
31015,21919,1,159,74,2,4
31017,19006,2,169,63,3,12
31019,20493,1,160,60,1,28
31020,21018,1,155,64,1,20
31021,19871,1,148,62,1,1
31022,20359,2,175,66,3,3
31023,23284,1,155,85,2,9
31024,17715,1,168,56,1,19
31025,15123,1,158,66,1,24
31026,16757,1,156,63,4,28
31027,14517,2,180,85,4,10
31028,19785,2,179,75,4,8
31029,16646,1,165,64,2,13
31030,23337,1,150,72,1,8
31031,19578,1,164,84,2,17
31032,18221,2,174,91,2,16
31033,18187,1,165,83,3,27
31037,19786,1,157,70,3,27
31038,19555,1,158,94,1,23
31040,15173,2,164,78,2,5
31042,21971,2,160,88,2,28
31043,22023,1,151,63,1,22
31044,18280,2,170,70,3,3
31045,21198,2,166,72,3,27
31046,16970,2,170,82,3,15
31047,18263,2,160,60,1,25
31048,18033,2,168,70,3,30
31050,22363,2,170,75,2,26
31052,22461,1,158,63,3,14
31053,20313,1,178,80,1,14
31054,15500,2,167,75,3,30
31057,21835,2,166,87,1,16
31058,21197,2,160,65,2,27
31059,21382,1,162,80,3,16
31060,21995,1,157,82,2,7
31062,21317,1,158,63,4,12
31063,14619,1,159,61,4,6
31064,21203,1,160,65,4,6
31066,21048,1,165,89,3,25
31073,15150,1,165,69,1,24
31074,20387,1,164,68,1,10
31075,15385,2,165,85,3,25
31076,18293,1,173,73,1,21
31077,19926,1,160,70,4,2
31078,19778,1,160,54,1,5
31080,18296,2,182,79,1,26
31081,15064,2,171,93,1,2
31085,17583,1,158,74,2,27
31088,18864,1,158,59,2,13
31089,23514,1,160,60,4,5
31090,23221,1,168,70,3,12
31091,18283,1,175,78,2,1
31092,17363,1,165,71,3,21
31094,15214,2,170,75,1,23
31095,15133,1,155,74,4,20
31096,16710,1,164,70,4,30
31097,19528,2,172,87,4,24
31098,19130,1,170,65,2,16
31099,21078,2,170,54,1,2
31100,22463,1,157,82,4,1
31102,23461,2,165,64,1,22
31103,19812,2,171,79,3,25
31106,18394,2,169,61,1,18
31107,20389,1,166,60,4,15
31108,21791,1,167,78,2,2
31109,14780,1,180,69,2,14
31110,16793,1,165,68,3,26
31114,14547,1,165,,3,8
31115,15442,2,171,83,3,7
31117,15394,2,168,70,4,9
31118,21814,2,180,72,2,24
31119,21867,1,156,52,2,13
31121,20578,1,168,87,3,30
31122,23385,1,147,44,3,8
31123,23358,1,165,68,2,17
31125,16548,2,172,99,1,13
31127,15254,2,175,92,4,19
31128,23426,1,156,99,2,20
31129,18773,1,154,64,4,30
31130,21965,1,153,51,1,8
31131,20556,1,158,66,4,6
31132,19641,2,182,110,4,20
31135,23409,2,173,80,4,3
31136,23259,1,152,84,1,4
31138,20630,2,169,65,2,15
31139,18173,1,164,72,2,6
31140,22095,1,156,56,3,15
31145,14463,1,160,70,2,9
31146,15262,2,170,69,2,21
31148,23522,2,163,50,2,11
31149,16856,2,157,58,2,17
31151,18513,2,176,84,4,20
31152,21889,1,150,55,3,14
31154,22763,1,158,59,4,11
31155,18907,1,163,84,3,11
31156,22709,1,147,65,1,29
31159,23537,1,175,68,3,7
31163,20393,2,170,110,3,29
31164,18201,1,150,50,3,27
31165,22698,1,175,110,2,21
31166,18455,1,162,75,3,1
31167,16891,1,165,90,1,9
31168,18090,1,164,85,3,8
31169,19439,1,187,113,4,11
31171,19031,2,175,70,1,27
31172,21225,1,167,65,1,26
31173,21066,1,150,54,4,22
31176,14577,2,170,,3,7
31177,15218,2,170,80,4,1
31178,17542,2,164,53,4,3
31179,16595,1,168,101,2,26
31181,15995,2,161,60,3,16
31182,21771,2,165,72,4,10
31183,16170,1,151,80,1,10
31184,19580,1,164,73,3,1
31186,21069,1,162,75,4,2
31187,17288,1,162,63,3,13
31188,18889,2,178,63,1,14
31189,23583,1,162,82,4,3
31190,19598,1,163,65,3,2
31191,20988,2,167,120,4,5
31193,21171,1,159,84,3,27
31194,23427,1,163,66,2,29
31195,21236,1,149,62,4,15
31197,22420,2,170,86,2,24
31198,21194,1,164,70,2,21
31200,21882,1,176,74,2,23
31202,18138,2,159,99,1,28
31203,20440,2,168,73,1,25
31206,19646,2,171,61,1,22
31207,18820,1,158,58,3,17
31208,15301,2,171,53,3,19
31210,20129,1,170,70,3,26
31211,18254,1,152,86,1,6
31212,23346,1,176,84,3,6
31213,21298,2,169,69,1,12
31214,21129,2,168,61,3,22
31215,23411,1,153,83,2,30
31216,21743,1,162,70,4,20
31217,16661,2,168,71,1,15
31218,19635,1,158,55,3,17
31219,18849,1,159,102,4,8
31221,18046,1,171,,1,26
31223,16921,1,160,80,3,10
31225,15274,2,175,80,3,7
31227,22851,1,151,75,1,29
31228,18939,2,163,85,3,11
31229,17355,1,154,72,1,15
31234,18087,2,178,90,4,8
31235,16116,1,168,,1,29
31236,21691,1,165,65,2,27
31240,21824,1,164,74,2,15
31241,15193,2,175,80,3,26
31244,21280,1,165,65,3,27
31246,21816,2,170,82,3,18
31247,20543,1,156,88,4,1
31248,19003,1,162,69,3,19
31249,18302,2,174,65,1,19
31250,18238,2,178,,2,30
31251,19818,1,169,72,3,7
31252,18906,1,162,62,2,30
31254,20263,2,164,68,1,12
31255,22612,1,158,54,2,21
31258,21201,1,153,,1,10
31260,21005,1,151,61,4,9
31263,20543,1,165,87,2,3
31264,20990,1,158,100,4,2
31266,15853,1,164,,3,30
31267,18443,1,156,60,1,5
31268,21294,1,160,56,3,19
31269,21131,1,155,64,4,24
31270,19974,1,160,60,4,2
31274,16781,2,175,91,2,26
31275,23546,1,158,60,4,6
31276,19756,1,157,60,4,1
31277,20452,2,178,98,4,30
31279,20358,1,162,88,3,10
31280,18843,1,163,,2,11
31281,20490,1,158,78,3,15
31283,21951,1,156,65,1,24
31284,20392,1,165,59,3,1
31285,20419,2,170,70,2,20
31286,18250,2,170,73,2,24
31287,21102,1,165,60,1,5
31288,16914,2,170,88,3,3
31289,22653,1,163,73,1,16
31293,20438,1,165,62,1,22
31295,21856,2,171,77,3,6
31296,18343,1,168,68,2,30
31298,15857,1,164,92,1,1
31299,21213,1,164,78,3,18
31300,15178,2,170,70,2,3
31301,17616,1,162,74,1,10
31302,17530,1,158,57,4,29
31303,19267,1,161,76,4,19
31304,18981,2,158,,1,3
31305,21943,1,159,69,2,16
31306,14539,2,168,69,2,21
31308,15872,2,180,79,4,24
31309,16295,2,176,72,4,28
31310,19178,1,165,67,3,2
31313,14405,1,156,58,2,20
31315,21760,1,160,60,2,13
31316,22745,1,170,75,4,10
31317,22462,1,154,73,3,10
31319,15294,2,173,85,2,7
31320,20343,1,152,73,3,3
31321,22535,1,148,80,3,13
31322,21750,1,156,69,2,18
31323,18363,1,165,97,2,1
31325,18283,1,168,,4,18
31326,22613,2,180,94,3,20
31327,19666,2,176,114,4,4
31328,19023,1,175,68,4,24
31330,19425,1,169,66,2,4
31331,15961,2,166,68,3,2
31332,23313,1,174,69,4,24
31335,21174,2,166,64,4,22
31336,22698,2,170,75,1,6
31339,21132,2,170,65,1,2
31340,14597,1,163,65,4,19
31341,18287,1,165,88,1,28
31342,20483,1,170,70,3,25
31343,21054,2,170,69,1,6
31344,17669,1,162,62,2,8
31345,18367,1,164,70,1,16
31346,20469,2,172,92,3,23
31347,18886,1,162,73,2,17
31348,20206,1,159,65,2,23
31350,23544,2,167,74,2,27
31351,21704,1,155,95,3,13
31352,16123,2,171,70,4,3
31353,16830,2,174,85,3,30
31354,20429,1,152,66,3,14
31355,16875,2,179,78,3,6
31356,22686,2,166,72,1,9
31357,22362,1,156,70,4,22
31360,14492,2,170,85,1,2
31361,19080,1,163,72,1,16
31362,22561,1,158,54,2,15
31364,14714,2,170,60,2,10
31366,18225,1,157,71,2,29
31367,21055,1,160,57,1,12
31369,15523,2,167,75,2,23
31370,20199,1,163,73,4,30
31371,20309,1,164,87,4,7
31372,14407,1,156,87,3,24
31373,14453,1,170,65,3,6
31375,22534,1,156,106,4,17
31376,18145,1,163,111,1,5
31377,18393,1,165,75,4,13
31379,19743,2,182,82,3,26
31380,18292,2,170,74,2,17
31382,15839,1,163,69,1,17
31383,16162,2,176,75,1,24
31384,17020,2,168,75,4,16
31385,18032,1,163,106,3,1
31387,19942,1,161,75,1,2
31388,15894,1,161,79,1,3
31389,19130,1,158,57,3,25
31390,23136,1,164,96,1,16
31391,15886,2,175,130,2,13
31392,22509,2,175,62,3,18
31393,18122,1,152,64,1,25
31397,16118,1,162,98,4,27
31398,19737,1,153,90,1,17
31399,20240,2,169,76,1,16
31400,17522,2,167,87,1,5
31401,23560,1,177,98,1,14
31402,16171,2,165,86,1,10
31403,18277,2,164,78,3,2
31404,18692,2,162,76,4,26
31405,18436,1,170,,3,23
31406,20445,1,161,88,2,10
31407,19795,1,175,70,1,29
31410,18884,1,161,92,2,16
31411,21940,2,168,73,2,24
31412,21332,1,153,51,4,5
31413,21654,1,152,61,1,26
31414,22773,2,160,58,1,8
31415,20290,1,154,62,1,11
31417,14726,2,180,75,2,10
31418,14455,2,156,51,3,19
31420,18039,2,161,59,2,9
31421,18394,2,175,62,2,9
31422,15351,2,172,87,3,22
31423,23291,1,170,93,1,29
31424,15335,1,169,77,2,30
31425,20938,1,162,105,2,14
31427,15253,1,160,89,4,4
31428,21930,1,156,58,3,17
31430,21943,1,155,72,1,7
31431,20317,2,165,65,3,4
31432,21800,1,156,79,4,6
31433,20465,2,160,60,4,25
31434,23589,1,158,98,4,19
31435,23302,2,165,60,3,17
31436,15475,1,161,68,2,22
